component_id,name,part,vendor,product,dictionary_active_tuple_count,dictionary_deprecated_tuple_count,configuration_gate_passed,configuration_match,criteria,match_criteria_id,criteria_version,version_start_including,version_start_excluding,version_end_including,version_end_excluding,occurrence_count,distinct_cve_count,stable_template_status,proposed_gt_cpe,human_validation_required,notes
199925,luasocket,a,luasocket_project,luasocket,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199929,macchina-gateway,a,teltonika,macchina_gateway,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199931,mctl,a,teltonika,mctl,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199932,mdcollectd,a,teltonika,mobile_data_collector,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199934,mnfinfo,a,teltonika,manufacturer_information,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199935,mobifd,a,teltonika,mobifd,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199936,mobutils-call_utilities,a,teltonika,mobile_utilities,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199937,mobutils-sms_utilities,a,teltonika,mobile_utilities,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199939,modbus_client,a,teltonika,modbus_client,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199940,modbus_server,a,teltonika,modbus_server,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199941,modbusgwd,a,teltonika,modbusgwd,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199942,modem_control,a,teltonika,modem_control,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199943,modem_trackd,a,teltonika,mctl,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
199945,mqtt-modbus-gateway,a,teltonika,mqtt_modbus_gateway,0,0,true,false,,,,,,,,0,0,NOT_APPLICABLE_NO_MATCH,,false,Gate passed; fixed NVD snapshot contains no criteria for the verified tuple.
