source,package_count,packages,single_or_multi,source_name_values,version_values,cpe_id_values,cpe_id_package_count,cpe_id_consistency,product_candidate_count,direct_product_candidate_count,possible_product_candidate_count,partial_component_count,non_product_count,ambiguous_count,unresolved_count,role_distribution,main_package_candidate,has_main_product_like_package,has_library_split,has_utility_split,has_plugin_module_split,has_kernel_package,is_vendor_specific,source_structure_summary
feeds/luci/libs/luci-lib-ip,1,luci-lib-ip,SINGLE_PACKAGE_SOURCE,luci-lib-ip,git-20.250.76529-62505bd,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
feeds/luci/libs/luci-lib-nixio,1,luci-lib-nixio,SINGLE_PACKAGE_SOURCE,luci-lib-nixio,git-20.234.06894-c4a4e43,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
feeds/luci/libs/rpcd-mod-rrdns,1,rpcd-mod-rrdns,SINGLE_PACKAGE_SOURCE,rpcd-mod-rrdns,20170710,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
feeds/packages/lang/lua-lsqlite3,1,lsqlite3,SINGLE_PACKAGE_SOURCE,lsqlite3,0.9.5-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
feeds/packages/libs/libcap-ng,1,libcap-ng,SINGLE_PACKAGE_SOURCE,libcap-ng,0.8.1-1,cpe:/a:libcap-ng_project:libcap-ng,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
feeds/vuci/api-core,1,api-core,SINGLE_PACKAGE_SOURCE,api-core,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/api-core/packages/lrexlib,1,lrexlib,SINGLE_PACKAGE_SOURCE,lrexlib,2021-12-28,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/api-core/packages/lua_crypto,1,lua_crypto,SINGLE_PACKAGE_SOURCE,lua_crypto,1.0-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/api-core/packages/lua_extra_validators,1,lua_extra_validators,SINGLE_PACKAGE_SOURCE,lua_extra_validators,2021-12-28,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-access-control/vuci-app-access-control-api,1,vuci-app-access-control-api,SINGLE_PACKAGE_SOURCE,vuci-app-access-control-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-access-control/vuci-app-access-control-ui,1,vuci-app-access-control-ui,SINGLE_PACKAGE_SOURCE,vuci-app-access-control-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-administration/vuci-app-administration-api,1,vuci-app-administration-api,SINGLE_PACKAGE_SOURCE,vuci-app-administration-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-administration/vuci-app-administration-ui,1,vuci-app-administration-ui,SINGLE_PACKAGE_SOURCE,vuci-app-administration-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-auto-reboot/vuci-app-auto-reboot-api,1,vuci-app-auto-reboot-api,SINGLE_PACKAGE_SOURCE,vuci-app-auto-reboot-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-auto-reboot/vuci-app-auto-reboot-ui,1,vuci-app-auto-reboot-ui,SINGLE_PACKAGE_SOURCE,vuci-app-auto-reboot-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-backup/vuci-app-backup-api,1,vuci-app-backup-api,SINGLE_PACKAGE_SOURCE,vuci-app-backup-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-backup/vuci-app-backup-ui,1,vuci-app-backup-ui,SINGLE_PACKAGE_SOURCE,vuci-app-backup-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-call-utilities/vuci-app-call-utilities-api,1,vuci-app-call-utilities-api,SINGLE_PACKAGE_SOURCE,vuci-app-call-utilities-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-call-utilities/vuci-app-call-utilities-ui,1,vuci-app-call-utilities-ui,SINGLE_PACKAGE_SOURCE,vuci-app-call-utilities-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-certificates/vuci-app-certificates-api,1,vuci-app-certificates-api,SINGLE_PACKAGE_SOURCE,vuci-app-certificates-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-certificates/vuci-app-certificates-ui,1,vuci-app-certificates-ui,SINGLE_PACKAGE_SOURCE,vuci-app-certificates-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-channel-analysis/vuci-app-channel-analysis-api,1,vuci-app-channel-analysis-api,SINGLE_PACKAGE_SOURCE,vuci-app-channel-analysis-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-channel-analysis/vuci-app-channel-analysis-ui,1,vuci-app-channel-analysis-ui,SINGLE_PACKAGE_SOURCE,vuci-app-channel-analysis-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-cli/vuci-app-cli-api,1,vuci-app-cli-api,SINGLE_PACKAGE_SOURCE,vuci-app-cli-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-cli/vuci-app-cli-ui,1,vuci-app-cli-ui,SINGLE_PACKAGE_SOURCE,vuci-app-cli-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-core/vuci-app-core-api,1,vuci-app-core-api,SINGLE_PACKAGE_SOURCE,vuci-app-core-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-core/vuci-app-core-ui,1,vuci-app-core-ui,SINGLE_PACKAGE_SOURCE,vuci-app-core-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-api,13,data-sender-api-mod-format-custom | data-sender-api-mod-gsm | data-sender-api-mod-http | data-sender-api-mod-lua-in | data-sender-api-mod-lua_format | data-sender-api-mod-mdcollect | data-sender-api-mod-modbus | data-sender-api-mod-modbus-alarm | data-sender-api-mod-mqtt-in | data-sender-api-mod-mqtt-out | data-sender-api-mod-opcua | data-sender-api-mod-ubus | vuci-app-data-sender-api,MULTI_PACKAGE_SOURCE,data-sender-api-mod-format-custom | data-sender-api-mod-gsm | data-sender-api-mod-http | data-sender-api-mod-lua-in | data-sender-api-mod-lua_format | data-sender-api-mod-mdcollect | data-sender-api-mod-modbus | data-sender-api-mod-modbus-alarm | data-sender-api-mod-mqtt-in | data-sender-api-mod-mqtt-out | data-sender-api-mod-opcua | data-sender-api-mod-ubus | vuci-app-data-sender-api,1,,0,NO_CPE_ID,0,0,0,13,0,0,0,"{""PLUGIN_OR_MODULE"": 13}",,False,False,False,True,False,True,13 installed packages; plugin/module=13
feeds/vuci/applications/vuci-app-data-sender/vuci-app-data-sender-ui,1,vuci-app-data-sender-ui,SINGLE_PACKAGE_SOURCE,vuci-app-data-sender-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ddns/vuci-app-ddns-api,1,vuci-app-ddns-api,SINGLE_PACKAGE_SOURCE,vuci-app-ddns-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-ddns/vuci-app-ddns-ui,1,vuci-app-ddns-ui,SINGLE_PACKAGE_SOURCE,vuci-app-ddns-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-dhcp/vuci-app-dhcp-api,1,vuci-app-dhcp-api,SINGLE_PACKAGE_SOURCE,vuci-app-dhcp-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-dhcp/vuci-app-dhcp-ui,1,vuci-app-dhcp-ui,SINGLE_PACKAGE_SOURCE,vuci-app-dhcp-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-dns/vuci-app-dns-api,1,vuci-app-dns-api,SINGLE_PACKAGE_SOURCE,vuci-app-dns-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-dns/vuci-app-dns-ui,1,vuci-app-dns-ui,SINGLE_PACKAGE_SOURCE,vuci-app-dns-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-event-juggler/vuci-app-event-juggler-api,1,vuci-app-event-juggler-api,SINGLE_PACKAGE_SOURCE,vuci-app-event-juggler-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-event-juggler/vuci-app-event-juggler-ui,1,vuci-app-event-juggler-ui,SINGLE_PACKAGE_SOURCE,vuci-app-event-juggler-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-events-reporting/vuci-app-events-reporting-api,1,vuci-app-events-reporting-api,SINGLE_PACKAGE_SOURCE,vuci-app-events-reporting-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-events-reporting/vuci-app-events-reporting-ui,1,vuci-app-events-reporting-ui,SINGLE_PACKAGE_SOURCE,vuci-app-events-reporting-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-firewall/vuci-app-firewall-api,1,vuci-app-firewall-api,SINGLE_PACKAGE_SOURCE,vuci-app-firewall-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-firewall/vuci-app-firewall-ui,1,vuci-app-firewall-ui,SINGLE_PACKAGE_SOURCE,vuci-app-firewall-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-firmware/vuci-app-firmware-api,1,vuci-app-firmware-api,SINGLE_PACKAGE_SOURCE,vuci-app-firmware-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-firmware/vuci-app-firmware-ui,1,vuci-app-firmware-ui,SINGLE_PACKAGE_SOURCE,vuci-app-firmware-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-getty/vuci-app-getty-api,1,vuci-app-getty-api,SINGLE_PACKAGE_SOURCE,vuci-app-getty-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-getty/vuci-app-getty-ui,1,vuci-app-getty-ui,SINGLE_PACKAGE_SOURCE,vuci-app-getty-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-gps/vuci-app-gps-api,1,vuci-app-gps-api,SINGLE_PACKAGE_SOURCE,vuci-app-gps-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-gps/vuci-app-gps-ui,1,vuci-app-gps-ui,SINGLE_PACKAGE_SOURCE,vuci-app-gps-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-gre/vuci-app-gre-api,1,vuci-app-gre-api,SINGLE_PACKAGE_SOURCE,vuci-app-gre-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-gre/vuci-app-gre-ui,1,vuci-app-gre-ui,SINGLE_PACKAGE_SOURCE,vuci-app-gre-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-io-post-get/vuci-app-io-post-get-api,1,vuci-app-io-post-get-api,SINGLE_PACKAGE_SOURCE,vuci-app-io-post-get-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-io-post-get/vuci-app-io-post-get-ui,1,vuci-app-io-post-get-ui,SINGLE_PACKAGE_SOURCE,vuci-app-io-post-get-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-io/vuci-app-io-api,1,vuci-app-io-api,SINGLE_PACKAGE_SOURCE,vuci-app-io-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-io/vuci-app-io-ui,1,vuci-app-io-ui,SINGLE_PACKAGE_SOURCE,vuci-app-io-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-l2tp/vuci-app-l2tp-api,1,vuci-app-l2tp-api,SINGLE_PACKAGE_SOURCE,vuci-app-l2tp-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-l2tp/vuci-app-l2tp-ui,1,vuci-app-l2tp-ui,SINGLE_PACKAGE_SOURCE,vuci-app-l2tp-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-logs/vuci-app-logs-api,1,vuci-app-logs-api,SINGLE_PACKAGE_SOURCE,vuci-app-logs-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-logs/vuci-app-logs-ui,1,vuci-app-logs-ui,SINGLE_PACKAGE_SOURCE,vuci-app-logs-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-memory-expansion/vuci-app-memory-expansion-api,1,vuci-app-memory-expansion-api,SINGLE_PACKAGE_SOURCE,vuci-app-memory-expansion-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-memory-expansion/vuci-app-memory-expansion-ui,1,vuci-app-memory-expansion-ui,SINGLE_PACKAGE_SOURCE,vuci-app-memory-expansion-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-post-get/vuci-app-mobile-post-get-api,1,vuci-app-mobile-post-get-api,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-post-get-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-post-get/vuci-app-mobile-post-get-ui,1,vuci-app-mobile-post-get-ui,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-post-get-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-usage/vuci-app-mobile-usage-api,1,vuci-app-mobile-usage-api,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-usage-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-usage/vuci-app-mobile-usage-ui,1,vuci-app-mobile-usage-ui,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-usage-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-utilities/vuci-app-mobile-utilities-api,1,vuci-app-mobile-utilities-api,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-utilities-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile-utilities/vuci-app-mobile-utilities-ui,1,vuci-app-mobile-utilities-ui,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-utilities-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile/vuci-app-mobile-api,1,vuci-app-mobile-api,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-mobile/vuci-app-mobile-ui,1,vuci-app-mobile-ui,SINGLE_PACKAGE_SOURCE,vuci-app-mobile-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-client/vuci-app-modbus-client-api,1,vuci-app-modbus-client-api,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-client-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-client/vuci-app-modbus-client-ui,1,vuci-app-modbus-client-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-client-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-gateway/vuci-app-modbus-gateway-api,1,vuci-app-modbus-gateway-api,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-gateway-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-gateway/vuci-app-modbus-gateway-ui,1,vuci-app-modbus-gateway-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-gateway-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-serial-gateway/vuci-app-modbus-serial-gateway-api,1,vuci-app-modbus-serial-gateway-api,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-serial-gateway-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-serial-gateway/vuci-app-modbus-serial-gateway-ui,1,vuci-app-modbus-serial-gateway-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-serial-gateway-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-serial/vuci-app-modbus-serial-api,1,vuci-app-modbus-serial-api,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-serial-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-serial/vuci-app-modbus-serial-ui,1,vuci-app-modbus-serial-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-serial-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-server/vuci-app-modbus-server-api,1,vuci-app-modbus-server-api,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-server-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modbus-server/vuci-app-modbus-server-ui,1,vuci-app-modbus-server-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modbus-server-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modem-control/vuci-app-modem-control-api,1,vuci-app-modem-control-api,SINGLE_PACKAGE_SOURCE,vuci-app-modem-control-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-modem-control/vuci-app-modem-control-ui,1,vuci-app-modem-control-ui,SINGLE_PACKAGE_SOURCE,vuci-app-modem-control-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-multiusers/vuci-app-multiusers-api,1,vuci-app-multiusers-api,SINGLE_PACKAGE_SOURCE,vuci-app-multiusers-api,1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
feeds/vuci/applications/vuci-app-multiusers/vuci-app-multiusers-ui,1,vuci-app-multiusers-ui,SINGLE_PACKAGE_SOURCE,vuci-app-multiusers-ui,2025-07-02-0eab43c-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,True,single installed package; plugin/module=1
