firmware_vendor,firmware_product,firmware_version,sbom_document_id,ground_truth_id,component_id,component_name,component_version,original_cpe,ground_truth_cpe,validation_result,cpe_present,actual_product,verified_software_version,version_verification_method,product_boundary,representative_status
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2885,199165,sed,4.0,cpe:2.3:a:gnu:sed:4.0:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,BusyBox sed applet,1.37.0,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,DERIVED_OR_SUBCOMPONENT
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2886,199166,sendmail,8.8.4,cpe:2.3:a:sendmail:sendmail:8.8.4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,Python smtplib module,3.6.5,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,DERIVED_OR_SUBCOMPONENT
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2887,199167,u-boot,2018.03,cpe:2.3:a:denx:u-boot:2018.03:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,U-Boot,2018.03,NOT_REQUIRED_OR_BASE_ARTIFACT,CLI_OR_UTILITY_SPLIT,DERIVED_OR_SUBCOMPONENT
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2888,199168,udhcp,1.37.0,cpe:2.3:a:udhcp:udhcp:1.37.0:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,BusyBox DHCP applet,1.37.0,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,DERIVED_OR_SUBCOMPONENT
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2889,199169,wpa_supplicant,2.10,cpe:2.3:a:w1.fi:wpa_supplicant:2.10:*:*:*:*:*:*:*,cpe:2.3:a:w1.fi:wpa_supplicant:2.10:*:*:*:*:*:*:*,CPE_CONFIRMED,true,wpa_supplicant,2.10-devel,DIRECT_RUNTIME_VERSION,PRODUCT_REPRESENTATIVE,REPRESENTATIVE
ACKSYS,"AirBox LTE, AirWan, AirWan-M12, EmbedAir1000 LTE",4.36.1.1,1362,2890,199170,openwrt,18.06.1:r7258-5eb055306f,cpe:2.3:o:openwrt:openwrt:18.06.1:r7258-5eb055306f:*:*:*:*:*:*,cpe:2.3:o:openwrt:openwrt:18.06.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,OpenWrt,18.06.1,DIRECT_RUNTIME_VERSION,PRODUCT_REPRESENTATIVE,REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1403,199171,auto_update,1-1,cpe:2.3:a:auto_update:auto_update:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,auto_update,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1404,199172,base-files,151-unknown,cpe:2.3:a:base-files:base-files:151-unknown:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,OpenWrt/MDEX base-files,151-unknown,NOT_REQUIRED_OR_BASE_ARTIFACT,HELPER_OR_CONFIG,DERIVED_COMPONENT
MDEX,MX560,12.01.07.151,1363,1405,199173,bind-client,9.9.5-p1-1,cpe:2.3:a:bind-client:bind-client:9.9.5-p1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,BIND,9.9.5-P1,NOT_REQUIRED_OR_BASE_ARTIFACT,CLI_OR_UTILITY_SPLIT,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1406,199174,bind-libs,9.9.5-p1-1,cpe:2.3:a:bind-libs:bind-libs:9.9.5-p1-1:*:*:*:*:*:*:*,cpe:2.3:a:isc:bind:9.9.5:p1:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,BIND,9.9.5-P1,DIRECT_PACKAGE_TO_UPSTREAM_MAPPING,PRODUCT_REPRESENTATIVE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1407,199175,block-mount,2017-08-07-98fd5b40a70dc18e56134b0b48d224698228943e,cpe:2.3:a:block-mount:block-mount:2017-08-07-98fd5b40a70dc18e56134b0b48d224698228943e:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fstools,2017-08-07,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1408,199176,block_progs,1.0.0,cpe:2.3:a:block_progs:block_progs:1.0.0:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,block_progs,1.0.0,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1409,199177,brand,1,cpe:2.3:a:brand:brand:1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,brand,1,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1410,199178,busybox,1.30.1-2,cpe:2.3:a:busybox:busybox:1.30.1-2:*:*:*:*:*:*:*,cpe:2.3:a:busybox:busybox:1.30.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,busybox,1.30.1,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1411,199179,call_utilities,1-1,cpe:2.3:a:call_utilities:call_utilities:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,call_utilities,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1412,199180,chat,2.4.7-12,cpe:2.3:a:chat:chat:2.4.7-12:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ppp,2.4.7,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1413,199181,checker_package,0.0.1,cpe:2.3:a:checker_package:checker_package:0.0.1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,checker_package,0.0.1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1414,199182,checkroutes,1-1,cpe:2.3:a:checkroutes:checkroutes:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,checkroutes,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1415,199183,comgt-ncm,0.32-27,cpe:2.3:a:comgt-ncm:comgt-ncm:0.32-27:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,comgt,0.32,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1416,199184,comgt,0.32-27,cpe:2.3:a:comgt:comgt:0.32-27:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,comgt,0.32,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1417,199185,coova-chilli,1.3.0+20141128-4,cpe:2.3:a:coova-chilli:coova-chilli:1.3.0+20141128-4:*:*:*:*:*:*:*,cpe:2.3:a:coovachilli_project:coovachilli:1.3.0:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,coova-chilli,1.3.0,DIRECT_SOURCE_DECLARATION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1418,199186,curl,7.64.0-1,cpe:2.3:a:curl:curl:7.64.0-1:*:*:*:*:*:*:*,cpe:2.3:a:haxx:curl:7.64.0:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,curl,7.64.0,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1419,199187,ddns-tlt,2.7.6-13,cpe:2.3:a:ddns-tlt:ddns-tlt:2.7.6-13:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ddns-tlt,2.7.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PRODUCT_REPRESENTATIVE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1420,199188,ddns-tlt_cloudflare.com-v4,2.7.6-13,cpe:2.3:a:ddns-tlt_cloudflare.com-v4:ddns-tlt_cloudflare.com-v4:2.7.6-13:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ddns-tlt,2.7.6,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1421,199189,ddns-tlt_no-ip_com,2.7.6-13,cpe:2.3:a:ddns-tlt_no-ip_com:ddns-tlt_no-ip_com:2.7.6-13:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ddns-tlt,2.7.6,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1422,199190,ddns-tlt_nsupdate,2.7.6-13,cpe:2.3:a:ddns-tlt_nsupdate:ddns-tlt_nsupdate:2.7.6-13:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ddns-tlt,2.7.6,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1423,199191,dnsmasq-dhcpv6,2.82-1,cpe:2.3:a:dnsmasq-dhcpv6:dnsmasq-dhcpv6:2.82-1:*:*:*:*:*:*:*,cpe:2.3:a:thekelleys:dnsmasq:2.82:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,dnsmasq,2.82,DIRECT_PACKAGE_TO_UPSTREAM_MAPPING,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1424,199192,dropbear,2019.78-2,cpe:2.3:a:dropbear:dropbear:2019.78-2:*:*:*:*:*:*:*,cpe:2.3:a:dropbear_ssh_project:dropbear_ssh:2019.78:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,dropbear,2019.78,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1425,199193,ebtables,2.0.10-4-3,cpe:2.3:a:ebtables:ebtables:2.0.10-4-3:*:*:*:*:*:*:*,cpe:2.3:a:netfilter:ebtables:2.0.10-4:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,ebtables,2.0.10-4,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1426,199194,etherwake,1.09-3,cpe:2.3:a:etherwake:etherwake:1.09-3:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,etherwake,1.09,NOT_REQUIRED_OR_BASE_ARTIFACT,PRODUCT_REPRESENTATIVE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1427,199195,eventslog,1-1,cpe:2.3:a:eventslog:eventslog:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,eventslog,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1428,199196,firewall,2016-11-06,cpe:2.3:a:firewall:firewall:2016-11-06:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,firewall,2016-11-06,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1429,199197,freeradius2-common,2.2.6-1,cpe:2.3:a:freeradius2-common:freeradius2-common:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1430,199198,freeradius2-democerts,2.2.6-1,cpe:2.3:a:freeradius2-democerts:freeradius2-democerts:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1431,199199,freeradius2-mod-chap,2.2.6-1,cpe:2.3:a:freeradius2-mod-chap:freeradius2-mod-chap:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1432,199200,freeradius2-mod-eap-md5,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap-md5:freeradius2-mod-eap-md5:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1433,199201,freeradius2-mod-eap-mschapv2,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap-mschapv2:freeradius2-mod-eap-mschapv2:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1434,199202,freeradius2-mod-eap-peap,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap-peap:freeradius2-mod-eap-peap:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1435,199203,freeradius2-mod-eap-tls,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap-tls:freeradius2-mod-eap-tls:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1436,199204,freeradius2-mod-eap-ttls,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap-ttls:freeradius2-mod-eap-ttls:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1437,199205,freeradius2-mod-eap,2.2.6-1,cpe:2.3:a:freeradius2-mod-eap:freeradius2-mod-eap:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1438,199206,freeradius2-mod-exec,2.2.6-1,cpe:2.3:a:freeradius2-mod-exec:freeradius2-mod-exec:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1439,199207,freeradius2-mod-files,2.2.6-1,cpe:2.3:a:freeradius2-mod-files:freeradius2-mod-files:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1440,199208,freeradius2-mod-mschap,2.2.6-1,cpe:2.3:a:freeradius2-mod-mschap:freeradius2-mod-mschap:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1441,199209,freeradius2-mod-pap,2.2.6-1,cpe:2.3:a:freeradius2-mod-pap:freeradius2-mod-pap:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1442,199210,freeradius2-mod-radutmp,2.2.6-1,cpe:2.3:a:freeradius2-mod-radutmp:freeradius2-mod-radutmp:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1443,199211,freeradius2-mod-realm,2.2.6-1,cpe:2.3:a:freeradius2-mod-realm:freeradius2-mod-realm:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,PLUGIN_OR_MODULE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1444,199212,freeradius2-utils,2.2.6-1,cpe:2.3:a:freeradius2-utils:freeradius2-utils:2.2.6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,freeradius2,2.2.6,NOT_REQUIRED_OR_BASE_ARTIFACT,CLI_OR_UTILITY_SPLIT,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1445,199213,freeradius2,2.2.6-1,cpe:2.3:a:freeradius2:freeradius2:2.2.6-1:*:*:*:*:*:*:*,cpe:2.3:a:freeradius:freeradius:2.2.6:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,freeradius2,2.2.6,DIRECT_PACKAGE_VERSION,PRODUCT_REPRESENTATIVE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1446,199214,fstools,2017-08-07-98fd5b40a70dc18e56134b0b48d224698228943e,cpe:2.3:a:fstools:fstools:2017-08-07-98fd5b40a70dc18e56134b0b48d224698228943e:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fstools,2017-08-07,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1447,199215,get_operators,1,cpe:2.3:a:get_operators:get_operators:1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,get_operators,1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1448,199216,getopt,2.25.2-4,cpe:2.3:a:getopt:getopt:2.25.2-4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,util-linux,2.25.2,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1449,199217,gpsd,0.0.1,cpe:2.3:a:gpsd:gpsd:0.0.1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gpsd,0.0.1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1450,199218,gre-tunnel,1-1,cpe:2.3:a:gre-tunnel:gre-tunnel:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gre-tunnel,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1451,199219,gre,1-10,cpe:2.3:a:gre:gre:1-10:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gre,1,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1452,199220,gsmd,0.0.1,cpe:2.3:a:gsmd:gsmd:0.0.1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gsmd,0.0.1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1453,199221,host-block,1-1,cpe:2.3:a:host-block:host-block:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,host-block,1,NOT_REQUIRED_OR_BASE_ARTIFACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1454,199222,hostapd-common,2018-05-21-4,cpe:2.3:a:hostapd-common:hostapd-common:2018-05-21-4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,hostapd/wpa_supplicant common support,2018-05-21,NOT_REQUIRED_OR_BASE_ARTIFACT,DERIVED_SPLIT_PACKAGE,INDEPENDENT_PRODUCTS
MDEX,MX560,12.01.07.151,1363,1455,199223,hotplug_c,0.0.1,cpe:2.3:a:hotplug_c:hotplug_c:0.0.1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,hotplug_c,0.0.1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1456,199224,input-output,1-1,cpe:2.3:a:input-output:input-output:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,input-output,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1457,199225,ioman,1-1,cpe:2.3:a:ioman:ioman:1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ioman,1-1,NOT_REQUIRED_OR_BASE_ARTIFACT,VENDOR_SPECIFIC,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1458,199226,ip6tables-mod-nat,1.4.21-1,cpe:2.3:a:ip6tables-mod-nat:ip6tables-mod-nat:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1459,199227,ip6tables,1.4.21-1,cpe:2.3:a:ip6tables:ip6tables:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1460,199228,ip,4.0.0-1,cpe:2.3:a:ip:ip:4.0.0-1:*:*:*:*:*:*:*,cpe:2.3:a:iproute2_project:iproute2:4.0.0:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,iproute2,4.0.0,DIRECT_PACKAGE_TO_UPSTREAM_MAPPING,PRODUCT_REPRESENTATIVE,UNIQUE_REPRESENTATIVE
MDEX,MX560,12.01.07.151,1363,1461,199229,iptables-mod-conntrack-extra,1.4.21-1,cpe:2.3:a:iptables-mod-conntrack-extra:iptables-mod-conntrack-extra:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1462,199230,iptables-mod-filter,1.4.21-1,cpe:2.3:a:iptables-mod-filter:iptables-mod-filter:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1463,199231,iptables-mod-ipopt,1.4.21-1,cpe:2.3:a:iptables-mod-ipopt:iptables-mod-ipopt:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
MDEX,MX560,12.01.07.151,1363,1464,199232,iptables-mod-ipsec,1.4.21-1,cpe:2.3:a:iptables-mod-ipsec:iptables-mod-ipsec:1.4.21-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.4.21,NOT_REQUIRED_OR_BASE_ARTIFACT,SUBCOMPONENT_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
