firmware_vendor,firmware_product,firmware_version,sbom_document_id,ground_truth_id,component_id,component_name,component_version,original_cpe,ground_truth_cpe,validation_result,cpe_present,actual_product,verified_software_version,version_verification_method,product_boundary,representative_status
Teltonika,RUT986,00.07.24.2,24,1892,176287,data-sender-mod-lua-out,1.28.1-1,cpe:2.3:a:data-sender-mod-lua-out:data-sender-mod-lua-out:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1893,176288,data-sender-mod-lua_format,1.28.1-1,cpe:2.3:a:data-sender-mod-lua_format:data-sender-mod-lua_format:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1894,176289,data-sender-mod-mdcollect,1.28.1-1,cpe:2.3:a:data-sender-mod-mdcollect:data-sender-mod-mdcollect:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1895,176290,data-sender-mod-mnfinfo,1.28.1-1,cpe:2.3:a:data-sender-mod-mnfinfo:data-sender-mod-mnfinfo:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1896,176291,data-sender-mod-modbus-alarm,1.28.1-1,cpe:2.3:a:data-sender-mod-modbus-alarm:data-sender-mod-modbus-alarm:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1897,176292,data-sender-mod-modbus,1.28.1-1,cpe:2.3:a:data-sender-mod-modbus:data-sender-mod-modbus:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1898,176293,data-sender-mod-mqtt-in,1.28.1-1,cpe:2.3:a:data-sender-mod-mqtt-in:data-sender-mod-mqtt-in:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1899,176294,data-sender-mod-mqtt-out,1.28.1-1,cpe:2.3:a:data-sender-mod-mqtt-out:data-sender-mod-mqtt-out:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1900,176295,data-sender-mod-sms-in,1.28.1-1,cpe:2.3:a:data-sender-mod-sms-in:data-sender-mod-sms-in:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1901,176296,data-sender-mod-sms-out,1.28.1-1,cpe:2.3:a:data-sender-mod-sms-out:data-sender-mod-sms-out:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1902,176297,data-sender-mod-smtp,1.28.1-1,cpe:2.3:a:data-sender-mod-smtp:data-sender-mod-smtp:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1903,176298,data-sender-mod-socket,1.28.1-1,cpe:2.3:a:data-sender-mod-socket:data-sender-mod-socket:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1904,176299,data-sender-mod-ubus,1.28.1-1,cpe:2.3:a:data-sender-mod-ubus:data-sender-mod-ubus:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1905,176300,data-sender,1.28.1-1,cpe:2.3:a:data-sender:data-sender:1.28.1-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,data-sender,1.28.1,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1906,176301,davici,1.4-1,cpe:2.3:a:davici:davici:1.4-1:*:*:*:*:*:*:*,cpe:2.3:a:strongswan:davici:1.4:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,davici,1.4,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1907,176302,dfota,2024-08-05-4,cpe:2.3:a:dfota:dfota:2024-08-05-4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,dfota,2024-08-05,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1908,176303,dfu-util,0.11-1,cpe:2.3:a:dfu-util:dfu-util:0.11-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,dfu-util,0.11,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1909,176304,dnsmasq,2.90-69.3,cpe:2.3:a:dnsmasq:dnsmasq:2.90-69.3:*:*:*:*:*:*:*,cpe:2.3:a:thekelleys:dnsmasq:2.90:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,dnsmasq,2.90,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1910,176305,dropbear,2025.89-7,cpe:2.3:a:dropbear:dropbear:2025.89-7:*:*:*:*:*:*:*,cpe:2.3:a:dropbear_ssh_project:dropbear_ssh:2025.89:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,Dropbear SSH,2025.89,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1911,176306,ds-lite,1,cpe:2.3:a:ds-lite:ds-lite:1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ds-lite,1,OBSERVED_ONLY,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1912,176307,e2fsprogs,1.47.0-2,cpe:2.3:a:e2fsprogs:e2fsprogs:1.47.0-2:*:*:*:*:*:*:*,cpe:2.3:a:e2fsprogs_project:e2fsprogs:1.47.0:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,e2fsprogs,1.47.0,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1913,176308,email_to_sms,2026-04-08-1,cpe:2.3:a:email_to_sms:email_to_sms:2026-04-08-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,email_to_sms,2026-04-08,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1914,176309,esim-lpac,1.8.2,cpe:2.3:a:esim-lpac:esim-lpac:1.8.2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,esim-lpac,1.8.2,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1915,176310,ethtool,6.15-3,cpe:2.3:a:ethtool:ethtool:6.15-3:*:*:*:*:*:*:*,cpe:2.3:a:kernel:ethtool:6.15:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,ethtool,6.15,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1916,176311,event-juggler,1.12.1,cpe:2.3:a:event-juggler:event-juggler:1.12.1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,event-juggler,1.12.1,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1917,176312,exfat-mkfs,1.1.3-4,cpe:2.3:a:exfat-mkfs:exfat-mkfs:1.1.3-4:*:*:*:*:*:*:*,cpe:2.3:a:namjaejeon:exfatprogs:1.1.3:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,true,exfatprogs,1.1.3,DIRECT_PACKAGE_TO_UPSTREAM_MAPPING,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1918,176313,firewall,2022-02-17-4cd7d4f3-16,cpe:2.3:a:firewall:firewall:2022-02-17-4cd7d4f3-16:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,firewall,2022-02-17,PACKAGE_RELEASE_SEPARATED,DIFFERENT_PRODUCT,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1919,176314,fmt-usb-msd,2025-05-15-1,cpe:2.3:a:fmt-usb-msd:fmt-usb-msd:2025-05-15-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fmt-usb-msd,2025-05-15,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1920,176315,fstools,2022-05-03-9e11b372-55,cpe:2.3:a:fstools:fstools:2022-05-03-9e11b372-55:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fstools,2022-05-03,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1921,176316,fwcert,1.0,cpe:2.3:a:fwcert:fwcert:1.0:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fwcert,1.0,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1922,176317,fwtool,2019-11-12-8f7fe925-1,cpe:2.3:a:fwtool:fwtool:2019-11-12-8f7fe925-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,fwtool,2019-11-12,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1923,176318,getrandom,2020-10-25-9ef88681-16,cpe:2.3:a:getrandom:getrandom:2020-10-25-9ef88681-16:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ubox,2020-10-25,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1924,176319,gkeepalive,2026-05-12-2,cpe:2.3:a:gkeepalive:gkeepalive:2026-05-12-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gkeepalive,2026-05-12,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1925,176320,gpiod-tools,1.6.3-1,cpe:2.3:a:gpiod-tools:gpiod-tools:1.6.3-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,libgpiod,1.6.3,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1926,176321,gpsctl,2026-06-15-1,cpe:2.3:a:gpsctl:gpsctl:2026-06-15-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gps,2026-06-15,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1927,176322,gpsd,2026-06-15-1,cpe:2.3:a:gpsd:gpsd:2026-06-15-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gps,2026-06-15,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1928,176323,gre,14,cpe:2.3:a:gre:gre:14:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gre,14,OBSERVED_ONLY,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1929,176324,gsmctl,7.24.2-2,cpe:2.3:a:gsmctl:gsmctl:7.24.2-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gsm,7.24.2,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1930,176325,gsmd,7.24.2-2,cpe:2.3:a:gsmd:gsmd:7.24.2-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,gsm,7.24.2,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1931,176326,hostapd-common,2.12-dev-8,cpe:2.3:a:hostapd-common:hostapd-common:2.12-dev-8:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,hostapd,2.12-dev,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1932,176327,impulse-counter,2026-06-04,cpe:2.3:a:impulse-counter:impulse-counter:2026-06-04:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,impulse-counter,2026-06-04,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1933,176328,inetd-ubus,2026-08-05,cpe:2.3:a:inetd-ubus:inetd-ubus:2026-08-05:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,inetd-ubus,2026-08-05,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1934,176329,io_scheduler,1.4,cpe:2.3:a:io_scheduler:io_scheduler:1.4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,io_scheduler,1.4,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1935,176330,iomand1.0,2.28.3,cpe:2.3:a:iomand1.0:iomand1.0:2.28.3:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iomand,2.28.3,EXACT,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1936,176331,ip-full,5.19.0-13,cpe:2.3:a:ip-full:ip-full:5.19.0-13:*:*:*:*:*:*:*,cpe:2.3:a:iproute2_project:iproute2:5.19.0:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,iproute2,5.19.0,DIRECT_PACKAGE_TO_UPSTREAM_MAPPING,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1937,176332,ip6tables-mod-nat,1.8.7-5,cpe:2.3:a:ip6tables-mod-nat:ip6tables-mod-nat:1.8.7-5:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.8.7,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1938,176333,ip6tables,1.8.7-5,cpe:2.3:a:ip6tables:ip6tables:1.8.7-5:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.8.7,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1939,176334,ip_blockd,2026-04-07-1,cpe:2.3:a:ip_blockd:ip_blockd:2026-04-07-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,ip_blockd,2026-04-07,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1940,176335,ipset,7.6-1,cpe:2.3:a:ipset:ipset:7.6-1:*:*:*:*:*:*:*,cpe:2.3:a:netfilter:ipset:7.6:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,ipset,7.6,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1941,176336,iptables-mod-conntrack-extra,1.8.7-5,cpe:2.3:a:iptables-mod-conntrack-extra:iptables-mod-conntrack-extra:1.8.7-5:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.8.7,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1942,176337,iptables-mod-ipopt,1.8.7-5,cpe:2.3:a:iptables-mod-ipopt:iptables-mod-ipopt:1.8.7-5:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.8.7,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1943,176338,iptables-mod-ipsec,1.8.7-5,cpe:2.3:a:iptables-mod-ipsec:iptables-mod-ipsec:1.8.7-5:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,iptables,1.8.7,PACKAGE_RELEASE_SEPARATED,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1944,176339,iptables,1.8.7-5,cpe:2.3:a:iptables:iptables:1.8.7-5:*:*:*:*:*:*:*,cpe:2.3:a:netfilter:iptables:1.8.7:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,iptables,1.8.7,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1945,176340,iw-515,5.19-1,cpe:2.3:a:iw-515:iw-515:5.19-1:*:*:*:*:*:*:*,cpe:2.3:a:kernel:iw:5.19:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,true,iw,5.19,DIRECT_PACKAGE_VERSION,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1946,176341,iwinfo,2025-02-06-9cec6b4d-4,cpe:2.3:a:iwinfo:iwinfo:2025-02-06-9cec6b4d-4:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,libiwinfo,2025-02-06,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1947,176342,jshn,2024-03-29-eb9bcb64-2,cpe:2.3:a:jshn:jshn:2024-03-29-eb9bcb64-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,libubox,2024-03-29,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1948,176343,jsonfilter,2018-02-04-c7e938d6-1,cpe:2.3:a:jsonfilter:jsonfilter:2018-02-04-c7e938d6-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,jsonfilter,2018-02-04,PACKAGE_RELEASE_SEPARATED,REPRESENTATIVE_IDENTIFIED,REPRESENTATIVE_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1949,176344,kernel,5.15.200-1-8ac47b74bb7b2f4ec4690881862d24b9,cpe:2.3:a:kernel:kernel:5.15.200-1-8ac47b74bb7b2f4ec4690881862d24b9:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kernel,5.15.200-1-8ac47b74bb7b2f4ec4690881862d24b9,OBSERVED_ONLY,DIFFERENT_PRODUCT,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1950,176345,kmod-asn1-decoder,5.15.200-1,cpe:2.3:a:kmod-asn1-decoder:kmod-asn1-decoder:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:asn1-decoder,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1951,176346,kmod-can-raw,5.15.200-1,cpe:2.3:a:kmod-can-raw:kmod-can-raw:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:can-raw,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1952,176347,kmod-can-usb-gs,5.15.200-1,cpe:2.3:a:kmod-can-usb-gs:kmod-can-usb-gs:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:can-usb-gs,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1953,176348,kmod-can,5.15.200-1,cpe:2.3:a:kmod-can:kmod-can:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:can,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1954,176349,kmod-cfg80211_515,5.15.200+6.5-2,cpe:2.3:a:kmod-cfg80211_515:kmod-cfg80211_515:5.15.200+6.5-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,mac80211_515,6.5,RECIPE_VERSION_DIFFERS,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1955,176350,kmod-crypto-acompress,5.15.200-1,cpe:2.3:a:kmod-crypto-acompress:kmod-crypto-acompress:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-acompress,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1956,176351,kmod-crypto-aead,5.15.200-1,cpe:2.3:a:kmod-crypto-aead:kmod-crypto-aead:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-aead,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1957,176352,kmod-crypto-arc4,5.15.200-1,cpe:2.3:a:kmod-crypto-arc4:kmod-crypto-arc4:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-arc4,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1958,176353,kmod-crypto-authenc,5.15.200-1,cpe:2.3:a:kmod-crypto-authenc:kmod-crypto-authenc:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-authenc,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1959,176354,kmod-crypto-cbc,5.15.200-1,cpe:2.3:a:kmod-crypto-cbc:kmod-crypto-cbc:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-cbc,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
Teltonika,RUT986,00.07.24.2,24,1960,176355,kmod-crypto-ccm,5.15.200-1,cpe:2.3:a:kmod-crypto-ccm:kmod-crypto-ccm:5.15.200-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,linux-kmod:crypto-ccm,5.15.200-1,OBSERVED_ONLY,SUBCOMPONENT_IDENTIFIED,SUBCOMPONENT_IDENTIFIED
