part_raw,vendor_raw,product_raw,component_count,unique_cpe_count,image_count
a,python_software_foundation,python,1,1,1
a,qrcode-terminal,qrcode-terminal,1,1,1
a,read,read,1,1,1
a,read-cmd-shim,read-cmd-shim,1,1,1
a,readline-common,readline-common,3,2,3
a,redhat-release,redhat-release,1,1,1
a,redislabs,redis,1,1,1
a,rpcsvc-proto,rpcsvc-proto,2,1,2
a,rust-coreutils,rust-coreutils,1,1,1
a,safer-buffer,safer-buffer,1,1,1
a,scanelf,scanelf,1,1,1
a,sed,sed,7,3,7
a,sensible-utils,sensible-utils,4,3,4
a,shared-mime-info,shared-mime-info,2,2,2
a,signal-exit,signal-exit,1,1,1
a,sigstore,sigstore,1,1,1
a,socks-proxy-agent,socks-proxy-agent,1,1,1
a,spdx-exceptions,spdx-exceptions,1,1,1
a,spdx-expression-parse,spdx-expression-parse,1,1,1
a,spdx-license-ids,spdx-license-ids,1,1,1
a,sq,sq,2,2,2
a,sqv,sqv,5,1,5
a,ssl-cert,ssl-cert,1,1,1
a,ssl-client,ssl-client,1,1,1
a,ssri_project,ssri,1,1,1
a,stuart_bishop_project,python-pytz,1,1,1
a,substack,archy,1,1,1
a,subversion,subversion,2,2,2
a,supports-color,supports-color,1,1,1
a,sysvinit-utils,sysvinit-utils,7,3,7
a,tar,tar,7,3,7
a,tar_project,tar,1,1,1
a,tcl,tcl,1,1,1
a,tcl-dev,tcl-dev,1,1,1
a,tcl8.6,tcl8.6,1,1,1
a,tcl8.6-dev,tcl8.6-dev,1,1,1
a,text-table,text-table,1,1,1
a,thecodrr,fdir,1,1,1
a,theupdateframework,\@tufjs\/models,1,1,1
a,theupdateframework,tuf-js,1,1,1
a,tianon,gosu,2,1,2
a,tiny-relative-date,tiny-relative-date,1,1,1
a,tinyglobby,tinyglobby,1,1,1
a,tk,tk,1,1,1
a,tk-dev,tk-dev,1,1,1
a,tk8.6,tk8.6,1,1,1
a,tk8.6-dev,tk8.6-dev,1,1,1
a,treeverse,treeverse,1,1,1
a,tzdata,tzdata,6,2,6
a,ubuntu-keyring,ubuntu-keyring,1,1,1
a,ucf,ucf,3,2,3
a,unzip,unzip,2,2,2
a,usr-is-merged,usr-is-merged,1,1,1
a,util-deprecate,util-deprecate,1,1,1
a,util-linux,util-linux,7,3,7
a,util-linux-extra,util-linux-extra,1,1,1
a,utils-shell-plugin,utils-shell-plugin,1,1,1
a,uuid-dev,uuid-dev,2,2,2
a,validate-npm-package-name,validate-npm-package-name,1,1,1
a,vercel,ms,1,1,1
a,walk-up-path,walk-up-path,1,1,1
a,wget,wget,2,2,2
a,which,which,1,1,1
a,write-file-atomic,write-file-atomic,1,1,1
a,x11-common,x11-common,2,2,2
a,x11proto-core-dev,x11proto-core-dev,1,1,1
a,x11proto-dev,x11proto-dev,2,2,2
a,xorg-sgml-doctools,xorg-sgml-doctools,2,1,2
a,xtrans-dev,xtrans-dev,2,1,2
a,xz-utils,xz-utils,3,2,3
a,yallist,yallist,2,2,1
a,yaml_project,yaml,1,1,1
a,yarn,yarn,1,1,1
a,zlib,zlib,1,1,1
a,zlib1g,zlib1g,7,3,7
a,zlib1g-dev,zlib1g-dev,2,2,2
a,zstd,zstd,1,1,1
o,oracle,linux,1,1,1
